PRODUCTO;MARCA;CODIGO;DESCRIPCION;EQUIVALENCIAS;APLICACIÓN;INFO;imagen
Bujia Precalentamiento;;Hescher HC 320;;250202043 -  - C9215 - UC 28A - Y-523J - CH 231 -  - HC 320 - 4206;;;202043.jpg
Bujia Precalentamiento;;Hescher HC 323;BUJIA INCANDESCENTE CHEVROLET CORSA MERIVA CRUZE CAPTIVA ;250202137 -  -  -  - CZ 22 - CH 603 -  - HC 323 - ;L143MM LAPIZ 23.5MM;BD22;202137.jpg
Bujia Precalentamiento;;Hescher HC 325;BUJIA INCANDESCENTE ISUZU TROOPER 2.8 TD/TDI ;250202065 -  - C9375 -  - Y-154RS - CH 306 -  - HC 325 - 4121;L141MM LAPIZ 25MM;12025 - BD36;12025.jpg
Bujia Precalentamiento;;Hescher HC 329;;250202038 -  -  -  -  -  -  - HC 329 - ;;;202038.jpg
Bujia Precalentamiento;;Hescher HC 330;;250202027 - 4725 - C9572 -  -  -  -  - HC 330 - ;;;202027.jpg
Bujia Precalentamiento;;Hescher HC 332;BUJIA INCANDESCENTE PEUGEOT BOXER FIAT DUCATO 2.8 MASTER ;250202002 - HDS611DF - C9420 - UC 2A - Y-739R -  - FG9319 - HC 332 - 4345;L79MM LAPIZ 25MM;;202002.jpg
Bujia Precalentamiento;;Hescher HC 334;;250202254 - 4620 - C9786 -  -  -  -  - HC 334 - ;;;202254.jpg
Bujia Precalentamiento;;Hescher HC 340;;250203001 -  -  - UY 3A - YE 07 - CH 224 - FG9902 - HC 340 - ;;;203001.jpg
Bujia Precalentamiento;;Hescher HC 350;BUJIA INCANDESCENTE PEU. 307 206 CIT. C3 C4 FORD FIESTA FOCUS ECOSPORT ;250204001 -  - C9919 - UY 1A - YE 04 - FG9908 - HC 350 - 4199;L119.5 LAPIZ 27MM;;204001.jpg
Bujia Precalentamiento;;Hescher HC 351;BUJIA INCANDESCENTE FIAT PALIO SIENA STRADA DOBLO 1.3JTD FORD KA ;250203002 -  - C9138 - UY 2A -  -  - FG9027 - HC 351 - 4224;L129 LAPIZ 27 ROSCA M8x1,00;;hc-351.jpg
Bujia Precalentamiento;;Hescher HC 410;;250312001 -  -  -  - CY 01 -  - FG9692 - HC 410 - ;;;312001.jpg
Bujia Precalentamiento;;Hescher HC 444;;250202073 -  - C9455 -  -  - S166 -  - HC 444 - 4077;;;202073.jpg
BUJIA PRECALENTAMIENTO;BERU;892MJ;BUJIA PRECALENTAMIENTO NISSAN PICK UP 2.3;250202017;L70 LAPIZ 20;BD32;892mj.jpg
Bujia de encendido;NGK;IFR5G11 -  -  - ;HYUNDAI Azera 3.3 V6;;;;None.jpg
Bujia de encendido;NGK;IFR5G11 -  -  - ;HYUNDAI Sonata 3.3 V6 (G6DB);;;;None.jpg
Bujia de encendido;NGK;IFR5G11 -  -  - ;HYUNDAI Vera Cruz 3.8 V6 / MPI DOHC ( 270 cv );;;;None.jpg
Bujia de encendido;NGK;IFR5G11 -  -  - ;KIA MOTORS Cerato 1.6 / DOHC;;;;None.jpg
Bujia de encendido;NGK;IFR5G11 -  -  - ;KIA MOTORS Opirus 3.8 ( G6DA );;;;None.jpg
Bujia de encendido;NGK;IFR5G11 -  -  - ;HYUNDAI Azera 3.3 V6;;;;None.jpg
Bujia de encendido;NGK;IFR5G11 -  -  - ;HYUNDAI Sonata 3.3 V6 (G6DB);;;;None.jpg
Bujia de encendido;NGK;IFR5G11 -  -  - ;HYUNDAI Vera Cruz 3.8 V6 / MPI DOHC ( 270 cv );;;;None.jpg
Bujia de encendido;NGK;IFR5G11 -  -  - ;KIA MOTORS Cerato 1.6 / DOHC;;;;None.jpg
Bujia de encendido;NGK;IFR5G11 -  -  - ;KIA MOTORS Opirus 3.8 ( G6DA );;;;None.jpg
Bujia de encendido;NGK;IFR6T11 -  -  - ;TOYOTA Camry 2.4 V6 (2AZ-FE) DOHC;;;;None.jpg
Bujia de encendido;NGK;IFR6T11 -  -  - ;TOYOTA Camry 3.0 V6 (1MZ-FE);;;;None.jpg
Bujia de encendido;NGK;IFR6T11 -  -  - ;TOYOTA RAV 4 2.0 (1AZ-FE -MPI DOHC );;;;None.jpg
Bujia de encendido;NGK;IFR6T11 -  -  - ;TOYOTA RAV 4 2.4 ( 2AZ-FE );;;;None.jpg
Bujia de encendido;NGK;IFR6T11 -  -  - ;TOYOTA Camry 2.4 V6 (2AZ-FE) DOHC;;;;None.jpg
Bujia de encendido;NGK;IFR6T11 -  -  - ;TOYOTA Camry 3.0 V6 (1MZ-FE);;;;None.jpg
Bujia de encendido;NGK;IFR6T11 -  -  - ;TOYOTA RAV 4 2.0 (1AZ-FE -MPI DOHC );;;;None.jpg
Bujia de encendido;NGK;IFR6T11 -  -  - ;TOYOTA RAV 4 2.4 ( 2AZ-FE );;;;None.jpg
Bujia de encendido;NGK;IFR7G-11KS -  -  - ;HONDA Civic Si 2.0 16v  DOHC i-VTEC (200cv);;;;None.jpg
Bujia de encendido;NGK;IFR7G-11KS -  -  - ;HONDA Civic Si 2.0 16v  DOHC i-VTEC (200cv);;;;None.jpg
Bujia de encendido;NGK;IKR6G11 -  -  - ;SUZUKI Swift 1.2 ( 94 cv - K12B );;;;None.jpg
Bujia de encendido;NGK;IKR6G11 -  -  - ;SUZUKI Swift 1.2 ( 94 cv - K12B );;;;None.jpg
Bujia de encendido;NGK;IKR9F8 -  -  - ;500 500 1.4 16v / Turbo T-JET ( 135cv );;;;None.jpg
Bujia de encendido;NGK;IKR9F8 -  -  - ;Brava Bravo 1.4 16v / Multiair ( 140cv );;;;None.jpg
Bujia de encendido;NGK;IKR9F8 -  -  - ;500 500 1.4 16v / Turbo T-JET ( 135cv );;;;None.jpg
Bujia de encendido;NGK;IKR9F8 -  -  - ;Brava Bravo 1.4 16v / Multiair ( 140cv );;;;None.jpg
Bujia de encendido;NGK;IKR9J8 -  -  - ;ALFA ROMEO Giulietta 1.4 / Turbo ( 170 cv - 940A2000 );;;;None.jpg
Bujia de encendido;NGK;IKR9J8 -  -  - ;ALFA ROMEO Giulietta 1.4 / Turbo ( 170 cv - 940A2000 );;;;None.jpg
Bujia de encendido;NGK;ILFR5B11 -  -  - ;HYUNDAI Santa Fe 2.7 24v V6 / DOHC CWT;;;;None.jpg
Bujia de encendido;NGK;ILFR5B11 -  -  - ;KIA MOTORS Carnival 2.7 V6 ( G6DA );;;;None.jpg
Bujia de encendido;NGK;ILFR5B11 -  -  - ;KIA MOTORS Magentis 2.7 V6 ( 188cv - G6EA );;;;None.jpg
Bujia de encendido;NGK;ILFR5B11 -  -  - ;HYUNDAI Santa Fe 2.7 24v V6 / DOHC CWT;;;;None.jpg
Bujia de encendido;NGK;ILFR5B11 -  -  - ;KIA MOTORS Carnival 2.7 V6 ( G6DA );;;;None.jpg
Bujia de encendido;NGK;ILFR5B11 -  -  - ;KIA MOTORS Magentis 2.7 V6 ( 188cv - G6EA );;;;None.jpg
Bujia de encendido;NGK;ILFR5T11 -  -  - ;TOYOTA Camry 2.5 16v / L4 ( 180cv - 2AR-FE );;;;None.jpg
Bujia de encendido;NGK;ILFR5T11 -  -  - ;TOYOTA Camry 2.5 16v / L4 ( 180cv - 2AR-FE );;;;None.jpg
Bujia de encendido;NGK;ILFR6B -  -  - ;SUBARU Forester 2.5 / XT ( 230 cv - EJ255 );;;;None.jpg
Bujia de encendido;NGK;ILFR6B -  -  - ;SUBARU Legacy H6 3.0 R ( 245 cv - EZ30 );;;;None.jpg
Bujia de encendido;NGK;ILFR6B -  -  - ;SUBARU Forester 2.5 / XT ( 230 cv - EJ255 );;;;None.jpg
Bujia de encendido;NGK;ILFR6B -  -  - ;SUBARU Legacy H6 3.0 R ( 245 cv - EZ30 );;;;None.jpg
Bujia de encendido;NGK;ILFR7F-D -  -  - ;SUBARU Legacy 2.0 (only CNG DOHC);;;;None.jpg
Bujia de encendido;NGK;ILFR7F-D -  -  - ;SUBARU Legacy 2.0 (only CNG DOHC);;;;None.jpg
Bujia de encendido;NGK;ILKAR7A7 -  -  - ;RENAULT Clio 1.2 16v ( 75 cv - D4F 740 );;;;None.jpg
Bujia de encendido;NGK;ILKAR7A7 -  -  - ;RENAULT Clio 1.2 16v ( 75 cv - D4F 740 );;;;None.jpg
Bujia de encendido;NGK;ILKAR7B11 -  -  - ;TOYOTA Prius 1.8 16v / CVT ( 100cv - 2ZR-FXE ) TOYOTA ETIOS 1.5-YARIS-COROLLA;;;BN24 - 11318;11318.jpg
Bujia de encendido;NGK;ILTR5A-13G -  -  - ;FORD Mondeo 2.3 16v Duratec ( 161cv );;;;None.jpg
Bujia de encendido;NGK;ILTR5A-13G -  -  - ;FORD S-Max 2.3 16v / Duratec-HE (SEWA) ( 161cv );;;;None.jpg
Bujia de encendido;NGK;ILTR5A-13G -  -  - ;FORD Mondeo 2.3 16v Duratec ( 161cv );;;;None.jpg
Bujia de encendido;NGK;ILTR5A-13G -  -  - ;FORD S-Max 2.3 16v / Duratec-HE (SEWA) ( 161cv );;;;None.jpg
Bujia de encendido;NGK;ILTR5B11 -  -  - ;CHEVROLET (GM) Captiva 2.4 16v / DOHC ( 136 cv );;;;None.jpg
Bujia de encendido;NGK;ILTR5B11 -  -  - ;CHEVROLET (GM) Captiva 2.4 16v / DOHC ( 136 cv );;;;None.jpg
Bujia de encendido;NGK;ILTR5K13 -  -  - ;FORD Ranger 2.5 16v Duratec / iVCT ( 166cv );;;;None.jpg
Bujia de encendido;NGK;ILTR5K13 -  -  - ;FORD Ranger 2.5 16v Duratec / iVCT ( 166cv );;;;None.jpg
Bujia de encendido;NGK;ILTR6H8G -  -  - ;FORD Fiesta 1.6 16v / Sigma ( 120 cv - TiVCT );;;;None.jpg
Bujia de encendido;NGK;ILTR6H8G -  -  - ;FORD Focus 1.6 16v / Sigma ( 125 cv - TiVCT );;;;None.jpg
Bujia de encendido;NGK;ILTR6H8G -  -  - ;FORD Fiesta 1.6 16v / Sigma ( 120 cv - TiVCT );;;;None.jpg
Bujia de encendido;NGK;ILTR6H8G -  -  - ;FORD Focus 1.6 16v / Sigma ( 125 cv - TiVCT );;;;None.jpg
Bujia de encendido;NGK;ILZKBR7A-8G / ILZKBR7B8DG -  -  - ;PEUGEOT RCZ 1.6 / THP ( 200 cv - EP6CDTX );;;;None.jpg
Bujia de encendido;NGK;ILZKBR7A-8G / ILZKBR7B8DG -  -  - ;PEUGEOT RCZ 1.6 / THP ( 200 cv - EP6CDTX );;;;None.jpg
Bujia de encendido;NGK;ILZKR7A -  -  - ;VOLKSWAGEN Passat 3.2 V6 / FSI ( 250 cv - AXZ );;;;None.jpg
Bujia de encendido;NGK;ILZKR7A -  -  - ;VOLKSWAGEN Passat 3.6 V6 / FSI (Typ3C) ( BLV );;;;None.jpg
Bujia de encendido;NGK;ILZKR7A -  -  - ;VOLKSWAGEN Touareg 3.6 V6 24v / FSI ( 280cv - CGRA );;;;None.jpg
Bujia de encendido;NGK;ILZKR7A -  -  - ;VOLKSWAGEN Passat 3.2 V6 / FSI ( 250 cv - AXZ );;;;None.jpg
Bujia de encendido;NGK;ILZKR7A -  -  - ;VOLKSWAGEN Passat 3.6 V6 / FSI (Typ3C) ( BLV );;;;None.jpg
Bujia de encendido;NGK;ILZKR7A -  -  - ;VOLKSWAGEN Touareg 3.6 V6 24v / FSI ( 280cv - CGRA );;;;None.jpg
Bujia de encendido;NGK;ILZKR7B11 -  -  - ;HONDA Pilot 3.5 V6 24v/SOHC i-VTEC (257 cv-J35Z4 FI);;;;None.jpg
Bujia de encendido;NGK;ILZKR7B11 -  -  - ;HONDA Pilot 3.5 V6 24v/SOHC i-VTEC (257 cv-J35Z4 FI);;;;None.jpg
Bujia de encendido;NGK;ILZKR8A -  -  - ;VOLKSWAGEN CC 3.6 V6 / FSI ( BWS );;;;None.jpg
Bujia de encendido;NGK;ILZKR8A -  -  - ;VOLKSWAGEN CC 3.6 V6 / FSI ( BWS );;;;None.jpg
Bujia de encendido;NGK;ILZTR6A8G -  -  - ;FORD Kuga 1.6 16v / Ecoboost ( 150 cv );;;;None.jpg
Bujia de encendido;NGK;ILZTR6A8G -  -  - ;FORD Kuga 1.6 16v / Ecoboost ( 180 cv );;;;None.jpg
Bujia de encendido;NGK;ILZTR6A8G -  -  - ;FORD Kuga 1.6 16v / Ecoboost ( 150 cv );;;;None.jpg
Bujia de encendido;NGK;ILZTR6A8G -  -  - ;FORD Kuga 1.6 16v / Ecoboost ( 180 cv );;;;None.jpg
Bujia de encendido;NGK;ITR5F13 / TR5AI-13 - TR5 -  - ;FORD Ranger 2.3 16v / Duratec HE (148cv - WGY );;;;None.jpg
Bujia de encendido;NGK;ITR5F13 / TR5AI-13 - TR5 -  - ;FORD Ranger 2.3 16v / Duratec HE (148cv - WGY );;;;None.jpg
Bujia de encendido;NGK;IZFR6H-11 -  -  - ;BMW 750 i 5.0 V8 ( 367cv - N62 B50 / E65 );;;;None.jpg
Bujia de encendido;NGK;IZFR6H-11 -  -  - ;BMW 750 i 5.0 V8 ( 367cv - N62 B50 / E65 );;;;None.jpg
Bujia de encendido;NGK;IZFR6K-11 -  -  - ;HONDA Legend 3.5  24v  V6  SOHC VTEC (295cv - J35A8);;;;None.jpg
Bujia de encendido;NGK;IZFR6K-11 -  -  - ;HONDA Legend 3.5  24v  V6  SOHC VTEC (295cv - J35A8);;;;None.jpg
Bujia de encendido;NGK;IZFR6K-11 - ZFR6K-11 -  - ;HONDA Accord 2.4 16v  VTEC;;;;None.jpg
Bujia de encendido;NGK;IZFR6K-11 - ZFR6K-11 -  - ;HONDA Accord Coupe 3.0 24v  6cil VTEC;;;;None.jpg
Bujia de encendido;NGK;IZFR6K-11 - ZFR6K-11 -  - ;HONDA Accord 2.4 16v  VTEC;;;;None.jpg
Bujia de encendido;NGK;IZFR6K-11 - ZFR6K-11 -  - ;HONDA Accord Coupe 3.0 24v  6cil VTEC;;;;None.jpg
Bujia de encendido;NGK;IZFR6K-11S -  -  - ;HONDA CR-V 2.4 16v  i-VTEC (168cv);;;;None.jpg
Bujia de encendido;NGK;IZFR6K-11S -  -  - ;HONDA CR-V 2.4 16v  i-VTEC (168cv);;;;None.jpg
Bujia de encendido;NGK;IZFR6K-11S / IZFR6K11DS -  -  - ;HONDA Civic 1.8 16v i-VTEC / LX / LXS / EXS (140 cv);;;;None.jpg
Bujia de encendido;NGK;IZFR6K-11S / IZFR6K11DS -  -  - ;HONDA Civic 1.8 16v i-VTEC / LX / LXS / EXS (140 cv);;;;None.jpg
Bujia de encendido;NGK;IZFR6K-11S / IZFR6K11DS - ZFR6K-11 -  - ;HONDA CR-V 2.4 16v  DOHC VTEC;;;;None.jpg
Bujia de encendido;NGK;IZFR6K-11S / IZFR6K11DS - ZFR6K-11 -  - ;HONDA CR-V 2.4 16v  DOHC VTEC;;;;None.jpg
Bujia de encendido;NGK;IZFR6K13 -  -  - ;HONDA City 1.5 16v / SOHC i-VTEC ( 120 cv );;;;None.jpg
Bujia de encendido;NGK;IZFR6K13 -  -  - ;HONDA Fit 1.5 16v;;;;None.jpg
Bujia de encendido;NGK;IZFR6K13 -  -  - ;HONDA City 1.5 16v / SOHC i-VTEC ( 120 cv );;;;None.jpg
Bujia de encendido;NGK;IZFR6K13 -  -  - ;HONDA Fit 1.5 16v;;;;None.jpg
Bujia de encendido;NGK;IZKR7B -  -  - ;AUDI TT 3.2 V6 / Coupé ( 250 cv - BHE / BUB );;;;None.jpg
Bujia de encendido;NGK;IZKR7B -  -  - ;VOLKSWAGEN Touareg 3.2 V6 (AZZ / BKJ / BMV / BMX / BAA);;;;None.jpg
Bujia de encendido;NGK;IZKR7B -  -  - ;AUDI TT 3.2 V6 / Coupé ( 250 cv - BHE / BUB );;;;None.jpg
Bujia de encendido;NGK;IZKR7B -  -  - ;VOLKSWAGEN Touareg 3.2 V6 (AZZ / BKJ / BMV / BMX / BAA);;;;None.jpg
Bujia de encendido;NGK;IZTR5B11 -  -  - ;CHEVROLET (GM) Camaro 6.2 V8 32v / SS ( 405 cv );;;;None.jpg
Bujia de encendido;NGK;IZTR5B11 -  -  - ;CHEVROLET (GM) Camaro 6.2 V8 32v / SS ( 405 cv );;;;None.jpg
Bujia Precalentamiento;;Kessel C9101;;Bosch 0 250 202 093;;;None.jpg
Bujia Precalentamiento;;Kessel C9104;;250202022 - HDS342 - C9104 - UC 31A - Y-732J - S175 - FG9093 - HC 153 - 4592 - GN855 - 0100226227;;BD8;None.jpg
Bujia Precalentamiento;;Kessel C9107;;250202023 - HDS617DF - C9107 - UC 14A - Y-741U -  - FG9096 - HC 152 - 4472;;;None.jpg
Bujia Precalentamiento;;Kessel C9110;;250202025 - HDS601DF - C9110 - UC 8A - Y-730U - S185 - FG9009 - HC 150 - 4408;;;None.jpg
Bujia Precalentamiento;;Kessel C9113;;250202020 - HDS600DF - C9113 - UC 15A - Y503J - S265 - FG9002 - HC 130 - 4409;;11702 - BD3;None.jpg
Bujia Precalentamiento;;Kessel C9116;;250201032 - HDS343 - C9116 - TIX 1A - Y-918J -  - FG9005 - HC 112 - 4050 - 166K- 601MJ;;11701 - BD2;201032.jpg
Bujia Precalentamiento;;Kessel C9119;;250201027 - HDS608DF - C9119 -  -  -  -  - HC 128 - 4340 - 125K;;;None.jpg
Bujia Precalentamiento;;Kessel C9119;;250201039 - HDS337 - C9119 - TIX 2A - Y-208T - S106 - FG9008 - HC 122 - HC 121 - 4340 - 115K 216K 226K 236K 405K - D039;;BD1;201039.jpg
Bujia Precalentamiento;;Kessel C9119;;250201042 - HDS614DF - C9119 - UX 20A - Y-938R - S126 -  - HC 146 - 4340 - 196K;;;None.jpg
Bujia Precalentamiento;;Kessel C9130;;250001016 - HDS316 - C9130 - DG237 -  -  -  -  - 4442;;;None.jpg
Bujia Precalentamiento;;Kessel C9136;;250202001 - HDS273 - C9136 - UX 11A - Y-910J - CH 201 - FG9025 - HC 129 - 4367 - GV666 - ;;11739 - BD13;202001.jpg
Bujia Precalentamiento;;Kessel C9138;;250203002 -  - C9138 - UY 2A -  -  - FG9027 - HC 351 - 4224;;;None.jpg
Bujia Precalentamiento;;Kessel C9145;;250201055 - HDS352 - C9145 - UX 13A - Y-916J -  - FG9034 - HC 139 - 4450;;;None.jpg
Bujia Precalentamiento;;Kessel C9148;;250201050 - HDS258 - C9148 - UX 18A - Y-933J - S66 - FG9037 - HC 178 - 4414 - 857MJ;;;201050.jpg
Bujia Precalentamiento;;Kessel C9149;;250202028 -  - C9149 - UC 11A - Y-747U - S235 - FG9038 - HC 272 - 4208;;;None.jpg
Bujia Precalentamiento;;Kessel C9153;;250200021 - 4660 - C9153 - Y-811 -  -  -  - HC 218 - 4486 - 645K;;;None.jpg
Bujia Precalentamiento;;Kessel C9155;;250201049 - HDS612DF - C9155 - UX 19A - Y-937J - CH 205 - FG9044 - HC 138 - 4368 - 149K;;11707 - BD6;None.jpg
Bujia Precalentamiento;;Kessel C9157;;250202024 - HDS615DF - C9157 - UX 22A - Y-927J - CH 206 - FG9046 - HC 147 - 4415;;;None.jpg
Bujia Precalentamiento;;Kessel C9160;;250201054 -  - C9160 - UX 16A - Y-925J -  - FG9059 - HC 141 - 4451;;;None.jpg
Bujia Precalentamiento;;Kessel C9165;;250201035 -  - C9165 -  - Y-930U -  - FG9054 - HC 140 - 4452 - 136K;;;None.jpg
Bujia Precalentamiento;;Kessel C9178;;250203004 -  - C9178 - UY 4A -  -  -  -  - ;;;None.jpg
Bujia Precalentamiento;;Kessel C9201;;250202036 -  - C9201 - UC 19A - Y-534J - CH 222 - FG9190 - HC 239 - 4138;;;None.jpg
Bujia Precalentamiento;;Kessel C9203;;250202103 -  - C9203 - UC 26A -  - CH 203 - FG9192 - HC 238 - 4204;;;None.jpg
Bujia Precalentamiento;;Kessel C9205;;250202102 -  - C9205 -  - Y-501U - CH 215 - FG9194 - HC 310 - 4422;;;None.jpg
Bujia Precalentamiento;;Kessel C9210;;250202130 -  - C9210 - UC 27A - Y-525J - CH 229 - FG9109 - HC 246 - 4427;;;None.jpg
Bujia Precalentamiento;;Kessel C9211;;250202129 - HDS625DF - C9211 - UC 30A - Y-516J - CH 233 - FG9100 - HC 252 - 4428;;;None.jpg
Bujia Precalentamiento;;Kessel C9213;;250202128 -  - C9213 - UC 29A - Y-517J - CH 232 - FG9102 - HC 250 - 4205;;;None.jpg
Bujia Precalentamiento;;Kessel C9215;;250202043 -  - C9215 - UC 28A - Y-523J - CH 231 -  - HC 320 - 4206;;;None.jpg
Bujia Precalentamiento;;Kessel C9221;;250312003 -  - C9221 - UZ 1A - CY 03 - CH 601 - FG9110 - HC 237 - 4479;;;None.jpg
Bujia Precalentamiento;;Kessel C9300;;0250201039 -  - C9300 - UC 4A -  - S95 -  - HC 137 - 4323 - D039;;BD1;201039.jpg
Bujia Precalentamiento;;Kessel C9314;;250202090 -  - C9314 -  -  -  - FG9203 - HC 223 - 4190;;;None.jpg
Bujia Precalentamiento;;Kessel C9315;;250202087 - 4726 - C9315 - UC 9A - Y-711J -  - FG9204 - HC 173 - 286K - Y603J;;11706 - BD5;None.jpg
Bujia Precalentamiento;;Kessel C9360;;250202058 - HDS268 - C9360 -  - Y-147T -  -  - HC 162 - 4215;;;None.jpg
Bujia Precalentamiento;;Kessel C9360;;250202095 -  - C9360 - UC 38A - Y-703R -  - FG9259 - HC 230 - 4215;;;None.jpg
Bujia Precalentamiento;;Kessel C9375;;250202065 -  - C9375 -  - Y-154RS - CH 306 -  - HC 325 - 4121;;12025 - BD36;12025.jpg
Bujia Precalentamiento;;Kessel C9385;;250201034 -  - C9385 - TIX 7A - Y 909R -  - FG9274 - HC 127 - 4481 - 116K - 657MJ;;BD30;201034.jpg
Bujia Precalentamiento;;Kessel C9402;;250202035 - HDS602DF - C9402 - UC 21A -  - CH 217 - FG9391 - HC 148 - 4420;;;None.jpg
Bujia Precalentamiento;;Kessel C9412;;250202008 - HDS247 - C9412 -  - Y-104R - S155 - FG9301 - HC 172 - 4127;;;None.jpg
Bujia Precalentamiento;;Kessel C9419;;250202005 - HDS505 - C9419 -  - Y-117RS -  - FG9308 - HC 183 - 4044;;;None.jpg
Bujia Precalentamiento;;Kessel C9420;;250202002 - HDS611DF - C9420 - UC 2A - Y-739R -  - FG9319 - HC 332 - 4345;;;None.jpg
Bujia Precalentamiento;;Kessel C9436;;250202051 - 4887 - C9436 -  - Y-146R -  - FG9325 - HC 201 - ;;;None.jpg
Bujia Precalentamiento;;Kessel C9439;Toyota;250202076 - HDS242 - C9439 -  - Y-197R -  - FG9328 - HC 199 - 4094 - 895MJ - 0100231107;;BD33;202076.jpg
Bujia Precalentamiento;;Kessel C9455;;250202073 -  - C9455 -  -  - S166 -  - HC 444 - 4077;;;None.jpg
Bujia Precalentamiento;;Kessel C9456;;250202054 - 4873 - C9456 -  - Y-118R -  - FG9345 - HC 204 - ;;;None.jpg
Bujia Precalentamiento;;Kessel C9534;;250200055 - 4662 - C9534 - Y-810 -  -  - FG9423 - HC 217 - 4107 - 635K;;;None.jpg
Bujia Precalentamiento;;Kessel C9572;;250202027 - 4725 - C9572 -  -  -  -  - HC 330 - ;;;None.jpg
Bujia Precalentamiento;;Kessel C9576;;250202042 -  - C9576 - UC 16A - Y-748U - CH 207 - FG9465 - HC 275 - 4480;;;None.jpg
Bujia Precalentamiento;;Kessel C9600;MITSUBISHI L200 L300 MONTERO ;250202092 - HDS622DF - C9600 -  - Y-733J - S145 - FG9599 -  - HC 460 - 836K - GN107 - 0100226511;L79 LAPIZ 20 ROSCA M10x1,25;11713 - BD10;11713.jpg
Bujia Precalentamiento;;Kessel C9703;;250202089 -  - C9703 -  - Y-701J - CH 242 - FG9372 - HC 175 - 4199;;12015;None.jpg
Bujia Precalentamiento;;Kessel C9711;;250202085 - HDS618DF - C9711 - UC10A - Y-710J - S166 - FG9600 - HC 159 - 4129;;;None.jpg
Bujia Precalentamiento;;Kessel C9717;;250202094 - HDS232 - C9717 - UC 23A - Y-722J - S135 - FG9606 - HC 192 - 4045 - GV921;L90 LAPIZ 22 ROSCA M10x1,25;11715 - BD11;None.jpg
Bujia Precalentamiento;;Kessel C9728;;250202096 - HDS234 - C9728 -  - Y-715R - S165 - FG9617 - HC 205 - 4089 - 688 - 0100221151;;BD9;None.jpg
Bujia Precalentamiento;;Kessel C9778;;250202077 - 4801 - C9778 -  - Y-705RS -  - FG9667 - HC 189 - 920MJ - HIT 4609;;12052 - BD27;202077.jpg
Bujia Precalentamiento;;Kessel C9781;;250202140 - HDS613DF - C9781 - UX 23A - Y-929U - CH 204 - FG9670 - HC 144 - 4365;;;None.jpg
Bujia Precalentamiento;;Kessel C9786;;250202254 - 4620 - C9786 -  -  -  -  - HC 334 - ;;;None.jpg
Bujia Precalentamiento;;Kessel C9790;;250202131 - HDS626DF - C9790 - UC 22A - Y-524J - S245 - FG9689 - HC 273 - 4366;;;None.jpg
Bujia Precalentamiento;;Kessel C9791;;250202040 - 4732 - C9791 - UC 24A - Y-729U - S335 - FG9680 - HC 135 - D040 0100226429;;12008 - BD7;202040.jpg
Bujia Precalentamiento;;Kessel C9793;;250202141 - 4731 - C9793 - UC 17A -  -  - FG9682 - HC 143 - ;;12053 - BD37;12053.jpg
Bujia Precalentamiento;;Kessel C9793;;250202142 - 4731 - C9793 -  - Y-745U - CH 218 -  - HC 143 - ;;12053 - BD37;None.jpg
Bujia Precalentamiento;;Kessel C9794;;250201036 - HDS627DF - C9794 -  -  - CH 202 - FG9683 - HC 271 - 4209;;;None.jpg
Bujia Precalentamiento;;Kessel C9795;;250202032 - HDS610DF - C9795 - UC 12A -  - S275 - FG9684 - HC 132 - 4139 - 385K;;BD35;202032.jpg
Bujia Precalentamiento;;Kessel C9919;;250204001 -  - C9919 - UY 1A - YE 04 - FG9908 - HC 350 - 4199;;;None.jpg
Bujia de encendido;NGK;LFR5AP-11 -  -  - LFR5AIX-11;TOYOTA Etios 1.5 16v ( 90cv - 2NR-FE );;;;None.jpg
Bujia de encendido;NGK;LFR6C-11 -  - LFR6CGP - ;TOYOTA Hilux 2.7 16v / VVT-i SR ( 160cv - 2TR-FE );;;;None.jpg
Bujia de encendido;NGK;LFR6C-11 -  - LFR6CGP - ;TOYOTA Land Cruiser Prado 4.0 V6 24v ( 275cv - 1GR-FE );;;;None.jpg
Bujia de encendido;NGK;LFR6C-11 -  - LFR6CGP - ;TOYOTA SW4 2.7 16v ( 160cv - 2TR-FE );;;;None.jpg
Bujia de encendido;NGK;LFR6C-11 -  - LFR6CGP - ;TOYOTA Hilux 2.7 16v / VVT-i SR ( 160cv - 2TR-FE );;;;None.jpg
Bujia de encendido;NGK;LFR6C-11 -  - LFR6CGP - ;TOYOTA Land Cruiser Prado 4.0 V6 24v ( 275cv - 1GR-FE );;;;None.jpg
Bujia de encendido;NGK;LFR6C-11 -  - LFR6CGP - ;TOYOTA SW4 2.7 16v ( 160cv - 2TR-FE );;;;None.jpg
Bujia de encendido;NGK;LKR6D-10E -  -  - ;KIA MOTORS Picanto 1.0 12v ( 69 cv - G3LA );;;;None.jpg
Bujia de encendido;NGK;LKR6D-10E -  -  - ;KIA MOTORS Picanto 1.2 16v ( 82 cv - G4LA );;;;None.jpg
Bujia de encendido;NGK;LKR6D-10E -  -  - ;KIA MOTORS Picanto 1.0 12v ( 69 cv - G3LA );;;;None.jpg
Bujia de encendido;NGK;LKR6D-10E -  -  - ;KIA MOTORS Picanto 1.2 16v ( 82 cv - G4LA );;;;None.jpg
Bujia de encendido;NGK;LKR7B-9 -  -  - ;SMART Fortwo 1.0 12v ( 71cv - M132.910 );;;;None.jpg
Bujia de encendido;NGK;LKR7B-9 -  -  - ;SMART Fortwo 1.0 / Turbo ( 84cv - M132.930 );;;;None.jpg
